CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned
13570,242,27,239.49,1,2,1,4,Lost,1
13571,12,336,2049.59,4,4,4,12,Champions,0
13572,205,32,1323.05,1,2,3,6,At Risk,1
13573,49,25,290.25,3,2,1,6,At Risk,0
13575,22,46,732.07,3,3,3,9,Loyal,0
13576,9,126,6717.34,4,4,4,12,Champions,0
13577,24,83,1687.6,3,3,4,10,Champions,0
13579,14,23,467.04,4,2,2,8,Loyal,0
13581,308,10,118,1,1,1,3,Lost,1
13583,155,53,781.03,1,3,3,7,Loyal,1
13584,306,24,142.4,1,2,1,4,Lost,1
13587,63,8,712.4,2,1,3,6,At Risk,0
13588,15,174,2478.95,4,4,4,12,Champions,0
13589,14,21,379.65,4,2,2,8,Loyal,0
13590,10,87,1981.92,4,3,4,11,Champions,0
13591,64,58,1117.13,2,3,3,8,Loyal,0
13592,35,16,247.96,3,1,1,5,At Risk,0
13593,107,127,2011.88,2,4,4,10,Champions,1
13594,52,26,396.97,2,2,2,6,At Risk,0
13596,5,138,648.98,4,4,3,11,Champions,0
13598,46,33,143.14,3,2,1,6,At Risk,0
13599,0,245,5147.02,4,4,4,12,Champions,0
13600,311,19,219.52,1,2,1,4,Lost,1
13601,44,96,678.62,3,3,3,9,Loyal,0
13602,64,23,428.89,2,2,2,6,At Risk,0
13603,25,27,164.34,3,2,1,6,At Risk,0
13606,28,40,276.75,3,2,1,6,At Risk,0
13607,39,93,646.61,3,3,3,9,Loyal,0
13610,11,212,1059.17,4,4,3,11,Champions,0
13611,88,71,1134.15,2,3,3,8,Loyal,0
13614,23,192,1563.48,3,4,4,11,Champions,0
13615,318,23,417.69,1,2,2,5,At Risk,1
13617,39,44,544.18,3,3,2,8,Loyal,0
13618,173,13,177.34,1,1,1,3,Lost,1
13621,116,19,213.85,2,2,1,5,At Risk,1
13623,30,78,727.74,3,3,3,9,Loyal,0
13626,252,19,257.23,1,2,1,4,Lost,1
13627,58,92,1638.47,2,3,4,9,Loyal,0
13629,22,59,7792.36,3,3,4,10,Champions,0
13630,4,71,2031.78,4,3,4,11,Champions,0
13631,99,11,3070.42,2,1,4,7,Loyal,1
13632,24,145,2118.93,3,4,4,11,Champions,0
13634,32,184,1530.86,3,4,3,10,Champions,0
13635,67,62,1071.03,2,3,3,8,Loyal,0
13636,36,63,949.12,3,3,3,9,Loyal,0
13637,51,95,790.35,2,3,3,8,Loyal,0
13638,15,8,122.64,4,1,1,6,At Risk,0
13639,73,39,1013.42,2,2,3,7,Loyal,0
13642,215,57,312.28,1,3,2,6,At Risk,1
13643,30,28,519.44,3,2,2,7,Loyal,0
13644,15,146,2624.26,4,4,4,12,Champions,0
13645,119,5,252.1,2,1,1,4,Lost,1
13647,9,78,1648.12,4,3,4,11,Champions,0
13649,256,23,346.6,1,2,2,5,At Risk,1
13650,16,96,1836.34,4,3,4,11,Champions,0
13651,34,6,94.2,3,1,1,5,At Risk,0
13652,45,63,1095.08,3,3,3,9,Loyal,0
13654,42,166,2707.33,3,4,4,11,Champions,0
13655,113,56,932.97,2,3,3,8,Loyal,1
13656,164,49,379.65,1,3,2,6,At Risk,1
13657,10,16,382.14,4,1,2,7,Loyal,0
13658,9,108,2639.17,4,4,4,12,Champions,0
13659,205,97,1508.08,1,3,3,7,Loyal,1
13662,85,52,881.26,2,3,3,8,Loyal,0
13663,178,13,189.47,1,1,1,3,Lost,1
13666,59,12,84.65,2,1,1,4,Lost,0
13667,148,82,296.32,1,3,2,6,At Risk,1
13668,2,460,6294.63,4,4,4,12,Champions,0
13669,50,9,218.55,3,1,1,5,At Risk,0
13670,74,25,349.7,2,2,2,6,At Risk,0
13672,300,6,186.39,1,1,1,3,Lost,1
13673,18,57,374.48,3,3,2,8,Loyal,0
13675,150,25,486.82,1,2,2,5,At Risk,1
13678,151,16,232.6,1,1,1,3,Lost,1
13680,0,191,3698.72,4,4,4,12,Champions,0
13681,17,57,827.83,4,3,3,10,Champions,0
13682,186,3,59.5,1,1,1,3,Lost,1
13684,285,29,65.13,1,2,1,4,Lost,1
13685,2,39,3119.44,4,2,4,10,Champions,0
13686,182,8,72,1,1,1,3,Lost,1
13689,62,6,910,2,1,3,6,At Risk,0
13690,58,9,172.25,2,1,1,4,Lost,0
13692,24,53,1488.32,3,3,3,9,Loyal,0
13694,3,568,65039.62,4,4,4,12,Champions,0
13695,30,90,2504.13,3,3,4,10,Champions,0
13697,38,12,151.3,3,1,1,5,At Risk,0
13699,154,14,308.58,1,1,2,4,Lost,1
13700,25,194,2248.63,3,4,4,11,Champions,0
13703,317,1,99.5,1,1,1,3,Lost,1
13704,4,134,2308.06,4,4,4,12,Champions,0
13705,7,28,711.86,4,2,3,9,Loyal,0
13706,302,20,330.79,1,2,2,5,At Risk,1
13707,266,48,806.41,1,3,3,7,Loyal,1
13708,270,49,285.33,1,3,1,5,At Risk,1
13709,3,335,6307.65,4,4,4,12,Champions,0
13710,31,8,180.48,3,1,1,5,At Risk,0
13711,218,13,252.06,1,1,1,3,Lost,1
13712,246,10,228.84,1,1,1,3,Lost,1
13715,280,103,1072.44,1,4,3,8,Loyal,1
13716,268,21,138.28,1,2,1,4,Lost,1
13717,31,102,1445.01,3,4,3,10,Champions,0
13718,245,12,306.55,1,1,2,4,Lost,1
13719,14,60,1041.68,4,3,3,10,Champions,0
13720,116,43,799.9,2,3,3,8,Loyal,1
13721,35,28,524.14,3,2,2,7,Loyal,0
13722,131,85,2375.41,2,3,4,9,Loyal,1
13723,216,6,199.85,1,1,1,3,Lost,1
13725,49,104,1980.56,3,4,4,11,Champions,0
13726,38,42,1079.66,3,3,3,9,Loyal,0
13727,28,20,333.48,3,2,2,7,Loyal,0
13728,36,63,1016.14,3,3,3,9,Loyal,0
13730,135,43,752.6,2,3,3,8,Loyal,1
13731,218,38,610.59,1,2,2,5,At Risk,1
13732,27,33,491.86,3,2,2,7,Loyal,0
13735,24,194,2881.05,3,4,4,11,Champions,0
13736,4,185,702.39,4,4,3,11,Champions,0
13737,199,29,338.11,1,2,2,5,At Risk,1
13739,17,3,216.9,4,1,1,6,At Risk,0
13740,240,23,350.75,1,2,2,5,At Risk,1
13741,71,34,668.43,2,2,3,7,Loyal,0
13742,16,305,3076.02,4,4,4,12,Champions,0
13743,2,41,1341.6,4,3,3,10,Champions,0
13744,94,63,1080.52,2,3,3,8,Loyal,1
13745,161,25,300.04,1,2,2,5,At Risk,1
13747,373,1,79.6,1,1,1,3,Lost,1
13748,95,28,948.25,2,2,3,7,Loyal,1
13750,53,24,1647.26,2,2,4,8,Loyal,0
13751,287,9,296.25,1,1,2,4,Lost,1
13752,123,75,1175.38,2,3,3,8,Loyal,1
13753,287,35,741.26,1,2,3,6,At Risk,1
13754,151,12,282.6,1,1,1,3,Lost,1
13755,3,307,2009.98,4,4,4,12,Champions,0
13756,1,142,5189.52,4,4,4,12,Champions,0
13758,11,116,3170.15,4,4,4,12,Champions,0
13759,32,25,659.41,3,2,3,8,Loyal,0
13760,53,53,262.82,2,3,1,6,At Risk,0
13761,49,70,1070.65,3,3,3,9,Loyal,0
13762,218,7,306.72,1,1,2,4,Lost,1
13763,62,15,1714.96,2,1,4,7,Loyal,0
13764,70,203,1492.11,2,4,3,9,Loyal,0
13767,1,368,17220.36,4,4,4,12,Champions,0
13769,1,135,2796.51,4,4,4,12,Champions,0
13771,63,119,2634.45,2,4,4,10,Champions,0
13772,33,162,1093.44,3,4,3,10,Champions,0
13774,81,22,345,2,2,2,6,At Risk,0
13777,0,197,25977.16,4,4,4,12,Champions,0
13778,102,9,178.7,2,1,1,4,Lost,1
13780,6,57,360.01,4,3,2,9,Loyal,0
13781,250,17,127.84,1,2,1,4,Lost,1
13782,12,113,908.86,4,4,3,11,Champions,0
13784,9,31,2462.79,4,2,4,10,Champions,0
13786,366,7,230.4,1,1,1,3,Lost,1
13787,75,24,251.37,2,2,1,5,At Risk,0
13790,3,45,348.8,4,3,2,9,Loyal,0
13791,127,11,1516,2,1,3,6,At Risk,1
13792,65,13,195.55,2,1,1,4,Lost,0
13798,0,346,36536.09,4,4,4,12,Champions,0
13799,116,39,688.86,2,2,3,7,Loyal,1
13800,309,33,558.32,1,2,2,5,At Risk,1
13801,66,23,324.8,2,2,2,6,At Risk,0
13802,138,60,4599.42,2,3,4,9,Loyal,1
13803,254,17,277.07,1,2,1,4,Lost,1
13804,30,135,2588.39,3,4,4,11,Champions,0
13805,51,13,924.6,2,1,3,6,At Risk,0
13806,63,10,256.38,2,1,1,4,Lost,0
13807,366,7,112.6,1,1,1,3,Lost,1
13808,5,76,1747.66,4,3,4,11,Champions,0
13819,301,36,1140.35,1,2,3,6,At Risk,1
13821,144,59,385.64,1,3,2,6,At Risk,1
13822,5,95,628.7,4,3,2,9,Loyal,0
13823,18,40,957.66,3,2,3,8,Loyal,0
13824,32,46,1698.94,3,3,4,10,Champions,0
13826,175,10,189.5,1,1,1,3,Lost,1
13827,57,92,409.8,2,3,2,7,Loyal,0
13828,21,15,209.49,3,1,1,5,At Risk,0
13831,15,72,2198.45,4,3,4,11,Champions,0
13832,18,3,52.2,3,1,1,5,At Risk,0
13833,158,28,383.85,1,2,2,5,At Risk,1
13835,24,55,834.57,3,3,3,9,Loyal,0
13837,211,18,266.59,1,2,1,4,Lost,1
13838,5,157,651.08,4,4,3,11,Champions,0
13841,252,1,85,1,1,1,3,Lost,1
13842,58,206,3385.62,2,4,4,10,Champions,0
13844,10,20,361.62,4,2,2,8,Loyal,0
13845,64,9,312.98,2,1,2,5,At Risk,0
13846,24,55,865.06,3,3,3,9,Loyal,0
13848,91,5,1255,2,1,3,6,At Risk,1
13849,51,101,1537.95,2,4,3,9,Loyal,0
13850,128,93,1595.48,2,3,4,9,Loyal,1
13851,95,81,2651.46,2,3,4,9,Loyal,1
13853,56,23,1090.14,2,2,3,7,Loyal,0
13854,8,110,8109.52,4,4,4,12,Champions,0
13856,168,14,388.5,1,1,2,4,Lost,1
13858,56,11,216.17,2,1,1,4,Lost,0
13859,325,27,188.56,1,2,1,4,Lost,1
13860,0,76,1245.9,4,3,3,10,Champions,0
13862,17,139,2209.36,4,4,4,12,Champions,0
13863,247,20,305.78,1,2,2,5,At Risk,1
13865,57,30,501.56,2,2,2,6,At Risk,0
13866,73,7,145.67,2,1,1,4,Lost,0
13867,30,59,973.29,3,3,3,9,Loyal,0
13868,6,33,3192.54,4,2,4,10,Champions,0
13869,122,299,3065.38,2,4,4,10,Champions,1
13870,1,115,2770.94,4,4,4,12,Champions,0
13871,22,336,6403.25,3,4,4,11,Champions,0
13873,119,23,389.6,2,2,2,6,At Risk,1
13874,357,18,540.45,1,2,2,5,At Risk,1
13875,53,104,1786.79,2,4,4,10,Champions,0
13876,63,7,122.7,2,1,1,4,Lost,0
13877,85,3,117.24,2,1,1,4,Lost,0
13878,54,35,1271.57,2,2,3,7,Loyal,0
13880,20,165,3219.77,3,4,4,11,Champions,0
13881,2,178,17159.52,4,4,4,12,Champions,0
13882,2,65,1191.13,4,3,3,10,Champions,0
13883,10,142,2674.48,4,4,4,12,Champions,0
13884,6,58,786.15,4,3,3,10,Champions,0
13885,188,28,506.8,1,2,2,5,At Risk,1
13886,70,16,243.56,2,1,1,4,Lost,0
13887,203,19,349.55,1,2,2,5,At Risk,1
13888,119,39,595.67,2,2,2,6,At Risk,1
13889,92,15,416.9,2,1,2,5,At Risk,1
13890,0,110,1883.81,4,4,4,12,Champions,0
13892,26,27,632.97,3,2,2,7,Loyal,0
13893,297,21,821.1,1,2,3,6,At Risk,1
13894,23,26,488.3,3,2,2,7,Loyal,0
13895,27,118,2593.07,3,4,4,11,Champions,0
13897,49,17,311.16,3,2,2,7,Loyal,0
13898,325,12,155.93,1,1,1,3,Lost,1
13899,15,19,388.52,4,2,2,8,Loyal,0
13900,182,43,740.95,1,3,3,7,Loyal,1
13901,71,149,2867.2,2,4,4,10,Champions,0
13904,36,26,332.64,3,2,2,7,Loyal,0
13908,79,122,2369.55,2,4,4,10,Champions,0
13911,56,148,2580.91,2,4,4,10,Champions,0
13914,11,33,626.45,4,2,2,8,Loyal,0
13917,49,18,272.04,3,2,1,6,At Risk,0
13918,49,30,1212.84,3,2,3,8,Loyal,0
13922,351,7,172.25,1,1,1,3,Lost,1
13923,53,20,351.13,2,2,2,6,At Risk,0
13924,1,117,1838.85,4,4,4,12,Champions,0
13925,92,41,678.25,2,3,3,8,Loyal,1
13926,22,11,223.85,3,1,1,5,At Risk,0
13927,74,21,348.99,2,2,2,6,At Risk,0
13928,10,27,464.57,4,2,2,8,Loyal,0
13929,168,9,842.65,1,1,3,5,At Risk,1
13930,57,17,337.34,2,2,2,6,At Risk,0
13931,95,58,1237.53,2,3,3,8,Loyal,1
13932,294,16,307.4,1,1,2,4,Lost,1
13933,108,23,608.79,2,2,2,6,At Risk,1
13934,263,31,922.1,1,2,3,6,At Risk,1
13936,179,26,376.58,1,2,2,5,At Risk,1
13937,168,9,158.85,1,1,1,3,Lost,1
13938,34,7,71.66,3,1,1,5,At Risk,0
13939,22,45,568.55,3,3,2,8,Loyal,0
13940,16,49,839.14,4,3,3,10,Champions,0
13941,21,45,5112.96,3,3,4,10,Champions,0
13946,78,11,561.57,2,1,2,5,At Risk,0
13947,64,5,90.6,2,1,1,4,Lost,0
13948,360,3,102,1,1,1,3,Lost,1
13949,2,160,2427.32,4,4,4,12,Champions,0
13950,10,35,745.06,4,2,3,9,Loyal,0
13951,175,39,674.45,1,2,3,6,At Risk,1
13952,217,137,3251.071,1,4,4,9,Loyal,1
13953,6,20,3515.68,4,2,4,10,Champions,0
13954,0,25,439.92,4,2,2,8,Loyal,0
13955,153,33,322.96,1,2,2,5,At Risk,1
13956,4,141,973.47,4,4,3,11,Champions,0
13959,78,86,583.44,2,3,2,7,Loyal,0
13960,20,12,230.22,3,1,1,5,At Risk,0
13962,21,11,169.55,3,1,1,5,At Risk,0
13963,307,35,664.54,1,2,3,6,At Risk,1
13967,145,2,80.7,1,1,1,3,Lost,1
13969,6,612,8976.37,4,4,4,12,Champions,0
13971,18,149,2758.26,3,4,4,11,Champions,0
13972,70,15,190.25,2,1,1,4,Lost,0
13973,286,11,264.7,1,1,1,3,Lost,1
13974,48,28,413.59,3,2,2,7,Loyal,0
13975,30,320,2394.16,3,4,4,11,Champions,0
13976,206,10,357.98,1,1,2,4,Lost,1
13978,14,15,196.79,4,1,1,6,At Risk,0
13979,72,54,869.87,2,3,3,8,Loyal,0
13980,59,11,200.14,2,1,1,4,Lost,0
13982,38,109,1864.26,3,4,4,11,Champions,0
13983,29,105,2589.53,3,4,4,11,Champions,0
13984,26,16,920.51,3,1,3,7,Loyal,0
13985,3,349,7060.13,4,4,4,12,Champions,0
13986,16,12,293.58,4,1,1,6,At Risk,0
13988,19,234,4147.96,3,4,4,11,Champions,0
13989,65,41,1266.08,2,3,3,8,Loyal,0
13990,212,16,311.3,1,1,2,4,Lost,1
13991,11,80,846.09,4,3,3,10,Champions,0
13992,29,5,76.8,3,1,1,5,At Risk,0
13993,42,121,3466.36,3,4,4,11,Champions,0
13994,3,144,2249.49,4,4,4,12,Champions,0
13995,14,86,1393.69,4,3,3,10,Champions,0
13999,9,208,3901.81,4,4,4,12,Champions,0
14000,210,15,635.66,1,1,2,4,Lost,1
14001,45,39,2043.08,3,2,4,9,Loyal,0
14002,133,47,529.73,2,3,2,7,Loyal,1
14004,42,171,4582.64,3,4,4,11,Champions,0
14005,9,84,2874.72,4,3,4,11,Champions,0
14006,115,30,962.19,2,2,3,7,Loyal,1
14009,197,42,695.61,1,3,3,7,Loyal,1
14012,277,11,328.8,1,1,2,4,Lost,1
14013,109,34,473.02,2,2,2,6,At Risk,1
14014,76,39,505.18,2,2,2,6,At Risk,0
14015,52,20,917.34,2,2,3,7,Loyal,0
14019,46,66,1421.61,3,3,3,9,Loyal,0
14020,16,39,642.8,4,2,3,9,Loyal,0
14021,154,22,631.9,1,2,2,5,At Risk,1
14022,224,28,440,1,2,2,5,At Risk,1
14023,6,31,584.07,4,2,2,8,Loyal,0
14024,121,16,327.7,2,1,2,5,At Risk,1
14027,60,6,104.82,2,1,1,4,Lost,0
14029,62,15,467.66,2,1,2,5,At Risk,0
14030,17,241,2352.89,4,4,4,12,Champions,0
14031,6,250,17286.86,4,4,4,12,Champions,0
14032,1,143,2975.59,4,4,4,12,Champions,0
14034,21,84,646.81,3,3,3,9,Loyal,0
14035,28,65,1419.32,3,3,3,9,Loyal,0
14036,284,38,626.65,1,2,2,5,At Risk,1
14037,175,28,147.2,1,2,1,4,Lost,1
14038,77,92,1560.38,2,3,3,8,Loyal,0
14039,32,6,152.2,3,1,1,5,At Risk,0
14040,40,223,3492.07,3,4,4,11,Champions,0
14041,265,21,141.41,1,2,1,4,Lost,1
14044,26,206,646.42,3,4,3,10,Champions,0
14045,108,6,1659.75,2,1,4,7,Loyal,1
14046,283,14,154.99,1,1,1,3,Lost,1
14047,8,32,1308.61,4,2,3,9,Loyal,0
14048,304,83,404.88,1,3,2,6,At Risk,1
14049,16,476,5558.02,4,4,4,12,Champions,0
14050,31,54,746.36,3,3,3,9,Loyal,0
14051,0,209,15574.99,4,4,4,12,Champions,0
14052,19,56,225.36,3,3,1,7,Loyal,0
14053,123,3,247.75,2,1,1,4,Lost,1
14054,64,6,92.46,2,1,1,4,Lost,0
14055,105,10,725.64,2,1,3,6,At Risk,1
14056,0,1066,8043.75,4,4,4,12,Champions,0
14057,23,283,6211.66,3,4,4,11,Champions,0
14059,266,8,183.6,1,1,1,3,Lost,1
14060,4,202,6140.42,4,4,4,12,Champions,0
14062,9,111,10464.85,4,4,4,12,Champions,0
14064,28,71,1304.01,3,3,3,9,Loyal,0
14066,266,7,152.55,1,1,1,3,Lost,1
14067,63,52,374.7,2,3,2,7,Loyal,0
14068,319,22,250.45,1,2,1,4,Lost,1
14071,3,321,1433.25,4,4,3,11,Champions,0
14073,31,13,151.04,3,1,1,5,At Risk,0
14075,4,43,942.26,4,3,3,10,Champions,0
14076,128,43,114.92,2,3,1,6,At Risk,1
14077,40,42,499.42,3,3,2,8,Loyal,0
14078,101,65,1049.37,2,3,3,8,Loyal,1
14079,124,12,375.1,2,1,2,5,At Risk,1
14080,32,4,45.6,3,1,1,5,At Risk,0
14081,301,145,897.27,1,4,3,8,Loyal,1
14082,364,28,176.4,1,2,1,4,Lost,1
14083,3,177,1002.9,4,4,3,11,Champions,0
14085,1,445,4397.03,4,4,4,12,Champions,0
14087,2,61,173.8,4,3,1,8,Loyal,0
14088,9,589,50491.81,4,4,4,12,Champions,0
14089,56,13,158.75,2,1,1,4,Lost,0
14090,324,1,76.32,1,1,1,3,Lost,1
14092,7,214,4076.91,4,4,4,12,Champions,0
14093,11,95,424.45,4,3,2,9,Loyal,0
14096,3,5080,64990.31,4,4,4,12,Champions,0
14098,36,21,147.35,3,2,1,6,At Risk,0
14099,15,250,3104.17,4,4,4,12,Champions,0
14100,137,24,190.05,2,2,1,5,At Risk,1
14101,73,35,5976.79,2,2,4,8,Loyal,0
14102,4,56,1058.48,4,3,3,10,Champions,0
14104,153,21,216.21,1,2,1,4,Lost,1
14105,238,74,1266.23,1,3,3,7,Loyal,1
14107,51,123,2703.23,2,4,4,10,Champions,0
14108,30,34,597.91,3,2,2,7,Loyal,0
14109,72,9,144.2,2,1,1,4,Lost,0
14110,3,155,5683.15,4,4,4,12,Champions,0
14111,13,10,692.85,4,1,3,8,Loyal,0
14112,22,160,2915.15,3,4,4,11,Champions,0
14113,3,34,1840.42,4,2,4,10,Champions,0
14114,273,15,386.53,1,1,2,4,Lost,1
14116,19,72,1382.74,3,3,3,9,Loyal,0
14117,143,3,90,1,1,1,3,Lost,1
14121,3,159,2780.15,4,4,4,12,Champions,0
14124,83,4,281.34,2,1,1,4,Lost,0
14125,10,166,2720.63,4,4,4,12,Champions,0
14126,7,15,706.13,4,1,3,8,Loyal,0
14127,122,44,709.71,2,3,3,8,Loyal,1
14128,60,46,637.5,2,3,2,7,Loyal,0
14129,1,52,1123.86,4,3,3,10,Champions,0
14130,318,66,480.91,1,3,2,6,At Risk,1
14132,1,200,3586.03,4,4,4,12,Champions,0
14133,129,28,605.64,2,2,2,6,At Risk,1
14135,1,134,4690.31,4,4,4,12,Champions,0
14138,1,46,965.88,4,3,3,10,Champions,0
14139,45,26,415.82,3,2,2,7,Loyal,0
14140,3,66,935.05,4,3,3,10,Champions,0
14141,2,40,915.13,4,2,3,9,Loyal,0
14142,372,22,311.81,1,2,2,5,At Risk,1
14143,133,7,115.8,2,1,1,4,Lost,1
14145,46,11,3742.2,3,1,4,8,Loyal,0
14146,8,210,4191,4,4,4,12,Champions,0
14147,77,5,483.4,2,1,2,5,At Risk,0
14148,233,3,157.2,1,1,1,3,Lost,1
14149,220,28,446.62,1,2,2,5,At Risk,1
14150,35,26,658.64,3,2,3,8,Loyal,0
14152,74,49,621.29,2,3,2,7,Loyal,0
14154,238,52,1345.62,1,3,3,7,Loyal,1
14155,265,6,118.75,1,1,1,3,Lost,1
14157,19,45,421.64,3,3,2,8,Loyal,0
14158,39,41,507.66,3,3,2,8,Loyal,0
14159,19,1136,4508.73,3,4,4,11,Champions,0
14161,215,101,1077.04,1,4,3,8,Loyal,1
14162,173,25,289.36,1,2,1,4,Lost,1
14163,86,52,2445.91,2,3,4,9,Loyal,0
14164,70,29,1631.77,2,2,4,8,Loyal,0
14165,275,23,117.89,1,2,1,4,Lost,1
14167,38,48,541.34,3,3,2,8,Loyal,0
14171,97,57,362.13,2,3,2,7,Loyal,1
14173,10,29,450.84,4,2,2,8,Loyal,0
14174,32,26,134.46,3,2,1,6,At Risk,0
14175,59,149,3222.3,2,4,4,10,Champions,0
14176,296,31,576.9,1,2,2,5,At Risk,1
14177,85,41,549.46,2,3,2,7,Loyal,0
14178,8,309,1585.33,4,4,4,12,Champions,0
14179,40,145,624.02,3,4,2,9,Loyal,0
14180,10,240,4748.52,4,4,4,12,Champions,0
14184,66,24,452.89,2,2,2,6,At Risk,0
14185,330,3,197.65,1,1,1,3,Lost,1
14188,30,65,2054.36,3,3,4,10,Champions,0
14189,1,265,4654.08,4,4,4,12,Champions,0
14191,1,259,4684.76,4,4,4,12,Champions,0
14193,67,42,853.39,2,3,3,8,Loyal,0
14194,4,579,11349.52,4,4,4,12,Champions,0
14195,201,7,1012,1,1,3,5,At Risk,1
14196,106,6,335.52,2,1,2,5,At Risk,1
14198,17,39,701.4,4,2,3,9,Loyal,0
14199,217,2,185.4,1,1,1,3,Lost,1
14201,59,37,747.44,2,2,3,7,Loyal,0
14204,1,36,142.27,4,2,1,7,Loyal,0
14205,16,24,466.7,4,2,2,8,Loyal,0
14206,238,20,328.16,1,2,2,5,At Risk,1
14208,94,10,151.74,2,1,1,4,Lost,1
14209,10,87,2073.43,4,3,4,11,Champions,0
14210,105,102,1905.84,2,4,4,10,Champions,1
14211,52,112,2241.1,2,4,4,10,Champions,0
14212,89,9,1070.48,2,1,3,6,At Risk,0
14214,30,67,1004.38,3,3,3,9,Loyal,0
14215,11,108,1789.72,4,4,4,12,Champions,0
14216,2,59,1839.3,4,3,4,11,Champions,0
14217,1,100,2004.98,4,4,4,12,Champions,0
14218,42,12,169.48,3,1,1,5,At Risk,0
14219,3,7,89.94,4,1,1,6,At Risk,0
14220,246,21,632.4,1,2,2,5,At Risk,1
14221,41,193,3432.8,3,4,4,11,Champions,0
14222,176,41,683.17,1,3,3,7,Loyal,1
14223,91,60,991.13,2,3,3,8,Loyal,1
14224,109,111,1004.38,2,4,3,9,Loyal,1
14226,28,65,2204.83,3,3,4,10,Champions,0
14227,25,175,3350.96,3,4,4,11,Champions,0
14229,51,40,1547.2,2,2,3,7,Loyal,0
14231,183,50,925.71,1,3,3,7,Loyal,1
14232,42,115,2048.07,3,4,4,11,Champions,0
14233,48,35,1462.72,3,2,3,8,Loyal,0
14234,21,135,740.89,3,4,3,10,Champions,0
14235,74,79,3144.86,2,3,4,9,Loyal,0
14236,80,15,490.86,2,1,2,5,At Risk,0
14237,372,9,161,1,1,1,3,Lost,1
14238,325,8,146.85,1,1,1,3,Lost,1
14239,42,112,2380.85,3,4,4,11,Champions,0
14240,29,42,890.34,3,3,3,9,Loyal,0
14241,183,10,213.7,1,1,1,3,Lost,1
14242,234,16,280.55,1,1,1,3,Lost,1
14243,8,141,2588.77,4,4,4,12,Champions,0
14245,219,108,1693.45,1,4,4,9,Loyal,1
14246,110,75,1474.06,2,3,3,8,Loyal,1
14247,277,19,131.82,1,2,1,4,Lost,1
14248,317,8,302.58,1,1,2,4,Lost,1
14250,6,111,1904.05,4,4,4,12,Champions,0
14251,1,78,2879.7,4,3,4,11,Champions,0
14256,259,53,969.06,1,3,3,7,Loyal,1
14257,63,106,3099.72,2,4,4,10,Champions,0
14258,8,111,12669.98,4,4,4,12,Champions,0
14259,141,5,120,2,1,1,4,Lost,1
14261,50,52,1163.45,3,3,3,9,Loyal,0
14262,7,143,2618.23,4,4,4,12,Champions,0
14264,154,17,333.97,1,2,2,5,At Risk,1
14267,162,55,1516.24,1,3,3,7,Loyal,1
14270,331,29,492.65,1,2,2,5,At Risk,1
14271,225,10,112.32,1,1,1,3,Lost,1
14272,73,33,437.96,2,2,2,6,At Risk,0
14273,50,29,559.97,3,2,2,7,Loyal,0
14276,98,64,1119.74,2,3,3,8,Loyal,1
14280,196,8,134.04,1,1,1,3,Lost,1
14282,2,154,3701.44,4,4,4,12,Champions,0
14284,30,32,595.25,3,2,2,7,Loyal,0
14285,20,27,1910.01,3,2,4,9,Loyal,0
14286,23,280,4628.75,3,4,4,11,Champions,0
14287,7,9,176.63,4,1,1,6,At Risk,0
14288,212,16,426.6,1,1,2,4,Lost,1
14289,8,47,911.26,4,3,3,10,Champions,0
14290,10,101,2314.65,4,4,4,12,Champions,0
14291,1,237,3883.25,4,4,4,12,Champions,0
14292,7,100,4871.93,4,4,4,12,Champions,0
14293,2,61,1046.56,4,3,3,10,Champions,0
14295,39,5,166.2,3,1,1,5,At Risk,0
14297,17,62,1305.33,4,3,3,10,Champions,0
14298,7,1637,51527.3,4,4,4,12,Champions,0
14299,7,143,3965.62,4,4,4,12,Champions,0
14300,18,3,43.2,3,1,1,5,At Risk,0
14301,116,13,640.14,2,1,3,6,At Risk,1
14304,222,17,383.45,1,2,2,5,At Risk,1
14305,70,105,1858.96,2,4,4,10,Champions,0
14306,50,33,2093.32,3,2,4,9,Loyal,0
14307,88,180,2995.72,2,4,4,10,Champions,0
14309,7,117,2352.53,4,4,4,12,Champions,0
14311,242,20,310.26,1,2,2,5,At Risk,1
14312,46,87,1611.59,3,3,4,10,Champions,0
14314,106,8,120,2,1,1,4,Lost,1
14315,44,101,2481.13,3,4,4,11,Champions,0
14317,64,24,508.58,2,2,2,6,At Risk,0
14320,206,31,477.79,1,2,2,5,At Risk,1
14321,10,123,1530.75,4,4,3,11,Champions,0
14323,114,36,605.06,2,2,2,6,At Risk,1
14326,241,8,183.85,1,1,1,3,Lost,1
14327,162,12,311.65,1,1,2,4,Lost,1
14329,16,258,4975.24,4,4,4,12,Champions,0
14331,123,28,462.66,2,2,2,6,At Risk,1
14332,22,24,828.41,3,2,3,8,Loyal,0
14333,67,15,415.2,2,1,2,5,At Risk,0
14334,16,162,2552.21,4,4,4,12,Champions,0
14336,16,90,1614.91,4,3,4,11,Champions,0
14338,160,31,588.22,1,2,2,5,At Risk,1
14339,242,14,309.52,1,1,2,4,Lost,1
14340,218,6,134.7,1,1,1,3,Lost,1
14341,44,127,2162.82,3,4,4,11,Champions,0
14342,20,21,668.56,3,2,3,8,Loyal,0
14344,126,70,884.03,2,3,3,8,Loyal,1
14345,38,6,108.98,3,1,1,5,At Risk,0
